anio,semana,dia,contaminante,max,avg
2015,35,1,dioxido_de_azufre,9,4.2416666666666667
2014,35,6,dioxido_de_azufre,7,2.8500000000000000
2014,35,5,dioxido_de_azufre,3,2.1666666666666667
2015,35,5,dioxido_de_azufre,8,3.0500000000000000
2013,35,5,dioxido_de_azufre,9,2.4083333333333333
2013,35,1,dioxido_de_azufre,3,1.7666666666666667
2013,35,3,dioxido_de_azufre,7,3.3000000000000000
2014,35,0,dioxido_de_nitrogeno,22,10.1500000000000000
2015,35,4,dioxido_de_nitrogeno,22,10.9000000000000000
2015,35,5,dioxido_de_nitrogeno,21,12.3916666666666667
2014,35,1,dioxido_de_nitrogeno,23,11.7583333333333333
2015,35,3,dioxido_de_nitrogeno,20,8.5166666666666667
2013,35,6,dioxido_de_nitrogeno,28,14.9666666666666667
2015,35,2,dioxido_de_nitrogeno,17,9.2833333333333333
2014,35,6,dioxido_de_nitrogeno,21,11.8416666666666667
2013,35,3,dioxido_de_nitrogeno,21,10.7416666666666667
2014,35,4,dioxido_de_nitrogeno,23,12.2083333333333333
2015,35,0,dioxido_de_nitrogeno,23,11.5833333333333333
2014,35,2,dioxido_de_nitrogeno,24,11.2083333333333333
2013,35,5,dioxido_de_nitrogeno,41,16.8583333333333333
2014,35,5,dioxido_de_nitrogeno,28,13.7166666666666667
2013,35,1,dioxido_de_nitrogeno,28,13.6083333333333333
2013,35,4,dioxido_de_nitrogeno,20,11.0833333333333333
2015,35,6,dioxido_de_nitrogeno,21,11.8250000000000000
2015,35,1,dioxido_de_nitrogeno,23,12.4916666666666667
2013,35,0,dioxido_de_nitrogeno,26,11.4416666666666667
2013,35,2,dioxido_de_nitrogeno,18,9.0833333333333333
2014,35,3,dioxido_de_nitrogeno,26,11.4083333333333333
2015,35,5,monoxido_de_carbono,9,5.6250000000000000
2015,35,6,monoxido_de_carbono,9,5.7250000000000000
2015,35,1,monoxido_de_carbono,15,6.6833333333333333
2013,35,3,monoxido_de_carbono,12,5.9083333333333333
2014,35,4,monoxido_de_carbono,18,7.4083333333333333
2014,35,6,monoxido_de_carbono,9,6.2833333333333333
2015,35,3,monoxido_de_carbono,8,3.9333333333333333
2015,35,2,monoxido_de_carbono,8,5.4250000000000000
2015,35,4,monoxido_de_carbono,8,5.3666666666666667
2013,35,4,monoxido_de_carbono,11,5.5166666666666667
2014,35,0,monoxido_de_carbono,11,5.7916666666666667
2013,35,5,monoxido_de_carbono,14,9.2250000000000000
2013,35,1,monoxido_de_carbono,15,7.0583333333333333
2014,35,3,monoxido_de_carbono,16,7.6916666666666667
2013,35,0,monoxido_de_carbono,21,10.2750000000000000
2013,35,2,monoxido_de_carbono,16,8.1666666666666667
2013,35,6,monoxido_de_carbono,14,7.9500000000000000
2015,35,0,monoxido_de_carbono,11,5.7583333333333333
2014,35,1,monoxido_de_carbono,15,8.1083333333333333
2014,35,2,monoxido_de_carbono,13,6.7833333333333333
2014,35,5,monoxido_de_carbono,16,8.0833333333333333
2015,35,6,ozono,100,29.3916666666666667
2013,35,2,ozono,34,15.9333333333333333
2014,35,2,ozono,99,34.7250000000000000
2014,35,4,ozono,107,37.1750000000000000
2014,35,3,ozono,103,34.0750000000000000
2013,35,3,ozono,101,25.7500000000000000
2015,35,3,ozono,43,20.6083333333333333
2014,35,5,ozono,114,40.8500000000000000
2013,35,6,ozono,88,25.6666666666666667
2014,35,1,ozono,88,30.4333333333333333
2014,35,6,ozono,88,37.7083333333333333
2015,35,0,ozono,103,27.6666666666666667
2015,35,5,ozono,50,26.2666666666666667
2014,35,0,ozono,113,32.3416666666666667
2013,35,0,ozono,76,26.1083333333333333
2015,35,4,ozono,88,30.6750000000000000
2013,35,5,ozono,104,29.8833333333333333
2013,35,4,ozono,53,19.3500000000000000
2013,35,1,ozono,42,16.3916666666666667
2015,35,1,ozono,124,30.0000000000000000
2015,35,2,ozono,39,22.0416666666666667
2014,35,3,pm10,53,37.4916666666666667
2015,35,3,pm10,41,33.3666666666666667
2014,35,0,pm10,38,23.6750000000000000
2013,35,5,pm10,38,27.7916666666666667
2015,35,4,pm10,48,35.2333333333333333
2014,35,5,pm10,58,40.3000000000000000
2014,35,2,pm10,45,34.7750000000000000
2013,35,1,pm10,24,16.1666666666666667
2013,35,3,pm10,35,24.3916666666666667
2014,35,4,pm10,53,38.0083333333333333
2013,35,0,pm10,43,31.8166666666666667
2015,35,5,pm10,49,37.4666666666666667
2015,35,2,pm10,61,43.1166666666666667
2015,35,6,pm10,57,41.6000000000000000
2015,35,1,pm10,60,39.5416666666666667
2013,35,6,pm10,41,35.4750000000000000
2014,35,1,pm10,41,28.1666666666666667
2013,35,2,pm10,31,21.5250000000000000
2014,35,6,pm10,56,38.7500000000000000
2013,35,4,pm10,33,28.8166666666666667
2015,35,0,pm10,51,36.5000000000000000
2015,36,3,dioxido_de_azufre,12,4.7916666666666667
2015,36,5,dioxido_de_azufre,2,2.0000000000000000
2013,36,6,dioxido_de_azufre,9,5.0750000000000000
2014,36,1,dioxido_de_azufre,3,2.0583333333333333
2013,36,4,dioxido_de_azufre,3,1.9583333333333333
2014,36,0,dioxido_de_azufre,22,4.2250000000000000
2014,36,3,dioxido_de_azufre,5,2.5833333333333333
2013,36,1,dioxido_de_azufre,7,3.5500000000000000
2014,36,2,dioxido_de_azufre,5,2.3416666666666667
2015,36,4,dioxido_de_azufre,12,4.2500000000000000
2013,36,5,dioxido_de_azufre,9,3.7333333333333333
2015,36,0,dioxido_de_azufre,2,2.0000000000000000
2015,36,1,dioxido_de_azufre,4,1.9833333333333333
2013,36,2,dioxido_de_azufre,5,2.5583333333333333
2013,36,3,dioxido_de_azufre,3,2.0666666666666667
2014,36,6,dioxido_de_azufre,22,5.0500000000000000
2014,36,5,dioxido_de_azufre,3,2.1583333333333333
2015,36,6,dioxido_de_azufre,3,2.1083333333333333
2013,36,0,dioxido_de_azufre,4,2.4250000000000000
2014,36,4,dioxido_de_azufre,2,1.8916666666666667
2015,36,2,dioxido_de_azufre,5,2.8583333333333333
2015,36,0,dioxido_de_nitrogeno,22,11.6083333333333333
2013,36,0,dioxido_de_nitrogeno,25,17.6416666666666667
2013,36,6,dioxido_de_nitrogeno,30,19.3916666666666667
2014,36,4,dioxido_de_nitrogeno,35,16.7583333333333333
2014,36,3,dioxido_de_nitrogeno,28,17.1000000000000000
2014,36,1,dioxido_de_nitrogeno,26,14.9916666666666667
2014,36,5,dioxido_de_nitrogeno,30,16.2500000000000000
2015,36,4,dioxido_de_nitrogeno,37,22.2666666666666667
2013,36,2,dioxido_de_nitrogeno,32,19.4416666666666667
2013,36,4,dioxido_de_nitrogeno,20,14.6166666666666667
2014,36,0,dioxido_de_nitrogeno,14,7.3583333333333333
2015,36,2,dioxido_de_nitrogeno,52,17.6250000000000000
2015,36,5,dioxido_de_nitrogeno,37,21.2500000000000000
2014,36,6,dioxido_de_nitrogeno,17,10.8833333333333333
2013,36,3,dioxido_de_nitrogeno,26,14.7583333333333333
2013,36,1,dioxido_de_nitrogeno,21,12.7250000000000000
2013,36,5,dioxido_de_nitrogeno,29,17.6166666666666667
2015,36,1,dioxido_de_nitrogeno,34,18.7000000000000000
2015,36,6,dioxido_de_nitrogeno,25,14.9333333333333333
2015,36,3,dioxido_de_nitrogeno,34,18.1333333333333333
2014,36,2,dioxido_de_nitrogeno,28,15.6083333333333333
2013,36,4,monoxido_de_carbono,12,7.7166666666666667
2014,36,4,monoxido_de_carbono,23,13.2916666666666667
2013,36,3,monoxido_de_carbono,15,8.3750000000000000
2015,36,4,monoxido_de_carbono,16,10.7750000000000000
2015,36,6,monoxido_de_carbono,18,10.4250000000000000
2015,36,2,monoxido_de_carbono,22,9.1416666666666667
2013,36,5,monoxido_de_carbono,14,9.5000000000000000
2014,36,6,monoxido_de_carbono,12,6.8666666666666667
2015,36,3,monoxido_de_carbono,16,9.0666666666666667
2013,36,2,monoxido_de_carbono,16,10.3750000000000000
2013,36,1,monoxido_de_carbono,10,6.4250000000000000
2014,36,0,monoxido_de_carbono,8,5.1333333333333333
2015,36,5,monoxido_de_carbono,22,13.5416666666666667
2015,36,0,monoxido_de_carbono,14,6.7750000000000000
2015,36,1,monoxido_de_carbono,18,11.0833333333333333
2014,36,5,monoxido_de_carbono,19,12.6833333333333333
2013,36,6,monoxido_de_carbono,16,11.3916666666666667
2014,36,1,monoxido_de_carbono,17,8.8166666666666667
2013,36,0,monoxido_de_carbono,15,11.3416666666666667
2014,36,2,monoxido_de_carbono,17,10.0750000000000000
2014,36,3,monoxido_de_carbono,24,12.2500000000000000
2013,36,5,ozono,100,20.4583333333333333
2014,36,2,ozono,127,36.4166666666666667
2014,36,6,ozono,87,32.1500000000000000
2014,36,0,ozono,58,26.7333333333333333
2015,36,1,ozono,82,19.2000000000000000
2015,36,4,ozono,136,28.3750000000000000
2013,36,1,ozono,79,26.1916666666666667
2015,36,0,ozono,116,31.4833333333333333
2014,36,1,ozono,95,31.4916666666666667
2013,36,4,ozono,79,23.4750000000000000
2013,36,2,ozono,44,16.7000000000000000
2014,36,5,ozono,95,26.9750000000000000
2013,36,6,ozono,33,14.9916666666666667
2015,36,6,ozono,124,30.4583333333333333
2015,36,3,ozono,141,42.5750000000000000
2015,36,2,ozono,105,22.7500000000000000
2014,36,4,ozono,70,22.1666666666666667
2013,36,3,ozono,87,24.6166666666666667
2015,36,5,ozono,115,27.6333333333333333
2013,36,0,ozono,67,19.4166666666666667
2014,36,3,ozono,46,19.8416666666666667
2015,36,3,pm10,94,59.3250000000000000
2015,36,6,pm10,99,65.9000000000000000
2014,36,4,pm10,40,27.5750000000000000
2014,36,5,pm10,42,29.3000000000000000
2015,36,0,pm10,84,50.7333333333333333
2015,36,1,pm10,71,39.3000000000000000
2014,36,3,pm10,38,28.7083333333333333
2013,36,0,pm10,38,33.1500000000000000
2013,36,2,pm10,47,28.9166666666666667
2014,36,1,pm10,29,21.6833333333333333
2014,36,2,pm10,33,24.4750000000000000
2014,36,0,pm10,37,23.4333333333333333
2013,36,4,pm10,31,23.2166666666666667
2013,36,1,pm10,47,28.3250000000000000
2014,36,6,pm10,43,33.2916666666666667
2015,36,4,pm10,93,70.0500000000000000
2015,36,2,pm10,97,59.4083333333333333
2013,36,3,pm10,38,27.5833333333333333
2013,36,6,pm10,35,27.8583333333333333
2015,36,5,pm10,88,71.7083333333333333
2013,36,5,pm10,34,25.2416666666666667
2013,37,4,dioxido_de_azufre,2,1.9083333333333333
2014,37,4,dioxido_de_azufre,3,2.1333333333333333
2014,37,2,dioxido_de_azufre,3,1.9000000000000000
2013,37,2,dioxido_de_azufre,3,2.1750000000000000
2013,37,3,dioxido_de_azufre,3,2.1416666666666667
2015,37,3,dioxido_de_azufre,11,4.2250000000000000
2014,37,6,dioxido_de_azufre,5,2.3166666666666667
2014,37,5,dioxido_de_azufre,3,2.0166666666666667
2015,37,1,dioxido_de_azufre,5,2.5666666666666667
2015,37,4,dioxido_de_azufre,5,2.6083333333333333
2013,37,1,dioxido_de_azufre,2,1.8250000000000000
2015,37,0,dioxido_de_azufre,5,2.6166666666666667
2013,37,6,dioxido_de_azufre,2,1.9916666666666667
2015,37,2,dioxido_de_azufre,11,4.3500000000000000
2015,37,5,dioxido_de_azufre,5,2.3250000000000000
2014,37,1,dioxido_de_azufre,3,1.5833333333333333
2014,37,0,dioxido_de_azufre,6,2.5250000000000000
2013,37,5,dioxido_de_azufre,2,1.8500000000000000
2015,37,6,dioxido_de_azufre,5,2.3166666666666667
2013,37,0,dioxido_de_azufre,2,1.8833333333333333
2014,37,3,dioxido_de_azufre,4,2.1333333333333333
2013,37,3,dioxido_de_nitrogeno,16,9.4333333333333333
2013,37,1,dioxido_de_nitrogeno,36,19.0083333333333333
2015,37,2,dioxido_de_nitrogeno,30,15.8916666666666667
2014,37,6,dioxido_de_nitrogeno,29,15.9333333333333333
2014,37,1,dioxido_de_nitrogeno,17,10.4166666666666667
2014,37,0,dioxido_de_nitrogeno,21,11.7833333333333333
2014,37,3,dioxido_de_nitrogeno,30,14.7833333333333333
2013,37,2,dioxido_de_nitrogeno,40,17.6416666666666667
2015,37,0,dioxido_de_nitrogeno,20,10.5583333333333333
2015,37,1,dioxido_de_nitrogeno,20,11.3416666666666667
2014,37,4,dioxido_de_nitrogeno,24,14.5916666666666667
2015,37,4,dioxido_de_nitrogeno,34,15.0333333333333333
2013,37,4,dioxido_de_nitrogeno,15,8.8000000000000000
2013,37,6,dioxido_de_nitrogeno,28,15.6250000000000000
2013,37,0,dioxido_de_nitrogeno,13,7.5500000000000000
2014,37,5,dioxido_de_nitrogeno,23,15.6916666666666667
2015,37,3,dioxido_de_nitrogeno,42,15.7833333333333333
2015,37,6,dioxido_de_nitrogeno,26,13.5833333333333333
2014,37,2,dioxido_de_nitrogeno,17,11.5416666666666667
2015,37,5,dioxido_de_nitrogeno,33,14.2083333333333333
2013,37,5,dioxido_de_nitrogeno,18,11.0500000000000000
2015,37,6,monoxido_de_carbono,13,7.7000000000000000
2013,37,3,monoxido_de_carbono,11,6.3666666666666667
2013,37,0,monoxido_de_carbono,15,7.6416666666666667
2014,37,2,monoxido_de_carbono,12,7.2750000000000000
2014,37,3,monoxido_de_carbono,18,9.7333333333333333
2013,37,1,monoxido_de_carbono,21,13.2583333333333333
2015,37,5,monoxido_de_carbono,15,8.2083333333333333
2015,37,3,monoxido_de_carbono,18,8.7750000000000000
2015,37,4,monoxido_de_carbono,15,7.8500000000000000
2014,37,5,monoxido_de_carbono,14,8.4916666666666667
2014,37,1,monoxido_de_carbono,10,5.7416666666666667
2013,37,4,monoxido_de_carbono,8,5.1250000000000000
2015,37,1,monoxido_de_carbono,13,5.4916666666666667
2014,37,6,monoxido_de_carbono,13,8.6500000000000000
2014,37,0,monoxido_de_carbono,14,9.0833333333333333
2013,37,5,monoxido_de_carbono,11,6.3583333333333333
2013,37,2,monoxido_de_carbono,27,13.3916666666666667
2013,37,6,monoxido_de_carbono,15,9.3750000000000000
2015,37,2,monoxido_de_carbono,16,7.8500000000000000
2015,37,0,monoxido_de_carbono,10,4.9333333333333333
2014,37,4,monoxido_de_carbono,18,9.8000000000000000
2013,37,1,ozono,85,16.1916666666666667
2014,37,4,ozono,89,27.4583333333333333
2014,37,0,ozono,48,18.3500000000000000
2013,37,6,ozono,45,15.0750000000000000
2015,37,2,ozono,129,30.3083333333333333
2013,37,4,ozono,35,20.7916666666666667
2015,37,0,ozono,53,21.2416666666666667
2015,37,1,ozono,134,29.3166666666666667
2015,37,4,ozono,112,26.0083333333333333
2015,37,5,ozono,78,20.0916666666666667
2013,37,2,ozono,113,26.3583333333333333
2013,37,5,ozono,34,16.9750000000000000
2015,37,6,ozono,98,24.4666666666666667
2014,37,3,ozono,96,21.7583333333333333
2013,37,0,ozono,20,9.6416666666666667
2013,37,3,ozono,39,18.0750000000000000
2015,37,3,ozono,131,35.0000000000000000
2014,37,1,ozono,44,21.1500000000000000
2014,37,6,ozono,89,30.3333333333333333
2014,37,5,ozono,85,28.5750000000000000
2014,37,2,ozono,85,20.7083333333333333
2015,37,5,pm10,83,53.0333333333333333
2013,37,3,pm10,43,29.6583333333333333
2014,37,5,pm10,38,28.2666666666666667
2013,37,4,pm10,29,19.7583333333333333
2013,37,0,pm10,28,15.7666666666666667
2014,37,6,pm10,44,30.0166666666666667
2013,37,5,pm10,32,17.2416666666666667
2014,37,0,pm10,47,36.3833333333333333
2014,37,1,pm10,23,16.1333333333333333
2015,37,6,pm10,83,53.5000000000000000
2013,37,2,pm10,44,33.6750000000000000
2015,37,1,pm10,76,45.5083333333333333
2014,37,3,pm10,37,26.4250000000000000
2015,37,2,pm10,97,58.4250000000000000
2015,37,3,pm10,104,62.3166666666666667
2013,37,1,pm10,33,27.5333333333333333
2015,37,4,pm10,91,57.3000000000000000
2014,37,4,pm10,40,31.9166666666666667
2014,37,2,pm10,30,23.1916666666666667
2013,37,6,pm10,27,16.7083333333333333
2015,37,0,pm10,81,50.7833333333333333
2014,38,0,dioxido_de_azufre,17,4.4416666666666667
2014,38,1,dioxido_de_azufre,12,5.4750000000000000
2014,38,2,dioxido_de_azufre,11,3.2500000000000000
2015,38,0,dioxido_de_azufre,8,4.0500000000000000
2015,38,6,dioxido_de_azufre,4,2.3666666666666667
2015,38,2,dioxido_de_azufre,6,3.8166666666666667
2014,38,6,dioxido_de_azufre,16,3.8750000000000000
2013,38,0,dioxido_de_azufre,3,2.0916666666666667
2013,38,6,dioxido_de_azufre,5,2.2833333333333333
2013,38,3,dioxido_de_azufre,6,3.0333333333333333
2015,38,1,dioxido_de_azufre,6,2.9083333333333333
2013,38,5,dioxido_de_azufre,6,2.8250000000000000
2013,38,1,dioxido_de_azufre,2,1.8000000000000000
2014,38,5,dioxido_de_azufre,3,2.0166666666666667
2014,38,4,dioxido_de_azufre,2,1.6666666666666667
2014,38,3,dioxido_de_azufre,3,1.8583333333333333
2013,38,2,dioxido_de_azufre,3,2.2083333333333333
2015,38,4,dioxido_de_azufre,5,2.2916666666666667
2015,38,3,dioxido_de_azufre,6,3.2666666666666667
2015,38,5,dioxido_de_azufre,3,2.2083333333333333
2013,38,4,dioxido_de_azufre,6,2.8083333333333333
2015,38,5,dioxido_de_nitrogeno,36,19.0916666666666667
2014,38,0,dioxido_de_nitrogeno,22,10.5750000000000000
2013,38,0,dioxido_de_nitrogeno,23,10.4833333333333333
2015,38,4,dioxido_de_nitrogeno,31,17.0000000000000000
2013,38,5,dioxido_de_nitrogeno,34,17.6166666666666667
2015,38,3,dioxido_de_nitrogeno,20,10.3000000000000000
2015,38,2,dioxido_de_nitrogeno,29,14.8166666666666667
2014,38,2,dioxido_de_nitrogeno,17,8.0416666666666667
2013,38,4,dioxido_de_nitrogeno,20,11.4416666666666667
2013,38,3,dioxido_de_nitrogeno,23,14.8833333333333333
2014,38,6,dioxido_de_nitrogeno,29,15.1916666666666667
2014,38,5,dioxido_de_nitrogeno,40,16.5166666666666667
2014,38,4,dioxido_de_nitrogeno,36,11.0833333333333333
2013,38,2,dioxido_de_nitrogeno,38,16.7000000000000000
2013,38,6,dioxido_de_nitrogeno,27,14.9083333333333333
2015,38,1,dioxido_de_nitrogeno,35,15.0750000000000000
2014,38,1,dioxido_de_nitrogeno,14,9.4916666666666667
2013,38,1,dioxido_de_nitrogeno,18,9.0416666666666667
2014,38,3,dioxido_de_nitrogeno,22,9.2500000000000000
2015,38,6,dioxido_de_nitrogeno,23,9.8833333333333333
2015,38,0,dioxido_de_nitrogeno,17,9.4916666666666667
2015,38,5,monoxido_de_carbono,19,12.3416666666666667
2015,38,3,monoxido_de_carbono,9,6.3916666666666667
2013,38,1,monoxido_de_carbono,12,6.7000000000000000
2013,38,2,monoxido_de_carbono,23,12.2166666666666667
2014,38,6,monoxido_de_carbono,20,10.5333333333333333
2015,38,0,monoxido_de_carbono,10,5.6000000000000000
2013,38,3,monoxido_de_carbono,15,10.8333333333333333
2015,38,2,monoxido_de_carbono,15,8.9916666666666667
2015,38,4,monoxido_de_carbono,16,9.8750000000000000
2015,38,6,monoxido_de_carbono,19,6.4500000000000000
2014,38,3,monoxido_de_carbono,15,7.3333333333333333
2014,38,5,monoxido_de_carbono,21,11.0166666666666667
2013,38,0,monoxido_de_carbono,11,6.3500000000000000
2014,38,2,monoxido_de_carbono,7,4.6583333333333333
2014,38,1,monoxido_de_carbono,13,7.0166666666666667
2013,38,4,monoxido_de_carbono,14,8.3583333333333333
2014,38,4,monoxido_de_carbono,19,8.8166666666666667
2013,38,6,monoxido_de_carbono,17,10.4083333333333333
2014,38,0,monoxido_de_carbono,15,7.4250000000000000
2013,38,5,monoxido_de_carbono,17,9.1750000000000000
2015,38,1,monoxido_de_carbono,15,8.3500000000000000
2013,38,3,ozono,45,13.0333333333333333
2014,38,4,ozono,65,21.5000000000000000
2015,38,3,ozono,50,16.0666666666666667
2015,38,0,ozono,104,25.1250000000000000
2014,38,5,ozono,103,27.6583333333333333
2014,38,3,ozono,36,17.5666666666666667
2013,38,6,ozono,116,25.9416666666666667
2015,38,4,ozono,108,24.0500000000000000
2013,38,1,ozono,32,14.0250000000000000
2013,38,0,ozono,79,23.5416666666666667
2014,38,1,ozono,47,20.4166666666666667
2013,38,5,ozono,102,28.1916666666666667
2014,38,6,ozono,107,33.0166666666666667
2014,38,0,ozono,103,29.1500000000000000
2015,38,6,ozono,111,27.0500000000000000
2013,38,2,ozono,113,27.1750000000000000
2013,38,4,ozono,93,24.2666666666666667
2015,38,5,ozono,143,32.0916666666666667
2015,38,1,ozono,65,19.0416666666666667
2015,38,2,ozono,138,30.3916666666666667
2014,38,2,ozono,48,22.1000000000000000
2014,38,1,pm10,35,24.3500000000000000
2014,38,6,pm10,58,35.4500000000000000
2013,38,3,pm10,44,32.9416666666666667
2015,38,6,pm10,97,62.1333333333333333
2014,38,0,pm10,42,30.7916666666666667
2014,38,2,pm10,54,31.1083333333333333
2015,38,2,pm10,84,56.7083333333333333
2015,38,0,pm10,77,44.1083333333333333
2013,38,4,pm10,43,30.6750000000000000
2014,38,3,pm10,40,18.6250000000000000
2013,38,1,pm10,28,17.9083333333333333
2014,38,4,pm10,65,27.8500000000000000
2015,38,5,pm10,93,54.6416666666666667
2013,38,2,pm10,41,24.0083333333333333
2015,38,4,pm10,60,37.9833333333333333
2015,38,3,pm10,81,57.1166666666666667
2014,38,5,pm10,71,38.4250000000000000
2013,38,0,pm10,42,21.8833333333333333
2015,38,1,pm10,64,46.2916666666666667
2013,38,6,pm10,50,33.3166666666666667
2013,38,5,pm10,52,31.5583333333333333
2013,39,2,dioxido_de_azufre,7,2.8333333333333333
2013,39,4,dioxido_de_azufre,11,3.0083333333333333
2015,39,0,dioxido_de_azufre,5,2.4083333333333333
2013,39,0,dioxido_de_azufre,5,2.7000000000000000
2015,39,1,dioxido_de_azufre,15,7.2500000000000000
2015,39,4,dioxido_de_azufre,19,10.2000000000000000
2014,39,0,dioxido_de_azufre,5,2.3583333333333333
2015,39,6,dioxido_de_azufre,7,3.2666666666666667
2014,39,3,dioxido_de_azufre,4,1.8583333333333333
2015,39,2,dioxido_de_azufre,15,4.7083333333333333
2015,39,3,dioxido_de_azufre,10,5.3250000000000000
2014,39,4,dioxido_de_azufre,8,3.1666666666666667
2013,39,1,dioxido_de_azufre,5,2.8416666666666667
2014,39,2,dioxido_de_azufre,2,1.7083333333333333
2015,39,5,dioxido_de_azufre,21,5.6000000000000000
2013,39,6,dioxido_de_azufre,6,3.7000000000000000
2013,39,3,dioxido_de_azufre,13,5.6000000000000000
2014,39,5,dioxido_de_azufre,8,2.4833333333333333
2014,39,1,dioxido_de_azufre,3,1.8500000000000000
2013,39,5,dioxido_de_azufre,4,2.1166666666666667
2014,39,6,dioxido_de_azufre,5,1.8916666666666667
2013,39,5,dioxido_de_nitrogeno,31,10.5000000000000000
2015,39,4,dioxido_de_nitrogeno,18,11.0583333333333333
2014,39,3,dioxido_de_nitrogeno,17,9.4500000000000000
2014,39,6,dioxido_de_nitrogeno,14,8.9750000000000000
2013,39,0,dioxido_de_nitrogeno,23,14.5250000000000000
2014,39,1,dioxido_de_nitrogeno,16,10.2333333333333333
2013,39,4,dioxido_de_nitrogeno,18,9.8583333333333333
2013,39,6,dioxido_de_nitrogeno,37,15.8083333333333333
2015,39,2,dioxido_de_nitrogeno,17,10.0166666666666667
2013,39,1,dioxido_de_nitrogeno,33,15.2416666666666667
2015,39,0,dioxido_de_nitrogeno,23,12.6250000000000000
2014,39,5,dioxido_de_nitrogeno,17,10.0083333333333333
2014,39,0,dioxido_de_nitrogeno,16,7.2083333333333333
2015,39,3,dioxido_de_nitrogeno,17,11.2500000000000000
2014,39,2,dioxido_de_nitrogeno,19,9.8000000000000000
2015,39,5,dioxido_de_nitrogeno,19,9.5666666666666667
2013,39,3,dioxido_de_nitrogeno,23,15.0833333333333333
2015,39,1,dioxido_de_nitrogeno,17,10.9166666666666667
2013,39,2,dioxido_de_nitrogeno,23,14.4833333333333333
2015,39,6,dioxido_de_nitrogeno,24,14.2750000000000000
2014,39,4,dioxido_de_nitrogeno,14,9.8500000000000000
2013,39,3,monoxido_de_carbono,13,8.1750000000000000
2014,39,0,monoxido_de_carbono,8,5.0000000000000000
2015,39,6,monoxido_de_carbono,13,6.6916666666666667
2013,39,4,monoxido_de_carbono,15,8.0916666666666667
2013,39,6,monoxido_de_carbono,19,10.0500000000000000
2013,39,5,monoxido_de_carbono,20,10.0333333333333333
2014,39,2,monoxido_de_carbono,13,7.8083333333333333
2015,39,3,monoxido_de_carbono,9,5.7666666666666667
2015,39,4,monoxido_de_carbono,11,6.1833333333333333
2015,39,0,monoxido_de_carbono,15,8.7833333333333333
2014,39,3,monoxido_de_carbono,12,6.9416666666666667
2014,39,5,monoxido_de_carbono,10,5.7666666666666667
2015,39,2,monoxido_de_carbono,10,5.6333333333333333
2014,39,6,monoxido_de_carbono,7,5.2583333333333333
2013,39,1,monoxido_de_carbono,15,8.0916666666666667
2013,39,2,monoxido_de_carbono,15,9.4416666666666667
2015,39,1,monoxido_de_carbono,9,6.1000000000000000
2015,39,5,monoxido_de_carbono,9,4.2416666666666667
2014,39,4,monoxido_de_carbono,10,5.5916666666666667
2014,39,1,monoxido_de_carbono,13,7.7250000000000000
2013,39,0,monoxido_de_carbono,14,9.0416666666666667
2015,39,6,ozono,26,12.7250000000000000
2013,39,6,ozono,108,32.5416666666666667
2015,39,3,ozono,106,26.7916666666666667
2013,39,1,ozono,121,30.6750000000000000
2014,39,4,ozono,88,29.6000000000000000
2014,39,1,ozono,46,18.0666666666666667
2014,39,0,ozono,52,18.2750000000000000
2015,39,1,ozono,98,20.9083333333333333
2014,39,5,ozono,76,26.6750000000000000
2014,39,6,ozono,75,26.4750000000000000
2014,39,3,ozono,50,18.7083333333333333
2013,39,5,ozono,43,15.6833333333333333
2013,39,2,ozono,78,21.1666666666666667
2013,39,4,ozono,30,9.6083333333333333
2015,39,5,ozono,47,18.0916666666666667
2015,39,0,ozono,100,23.1083333333333333
2015,39,2,ozono,100,26.1666666666666667
2013,39,3,ozono,79,25.4583333333333333
2015,39,4,ozono,51,16.9166666666666667
2013,39,0,ozono,94,29.8000000000000000
2014,39,2,ozono,53,17.0083333333333333
2015,39,5,pm10,63,45.0750000000000000
2013,39,1,pm10,50,27.7500000000000000
2013,39,0,pm10,61,33.1750000000000000
2013,39,4,pm10,40,24.9250000000000000
2014,39,6,pm10,27,21.2666666666666667
2015,39,4,pm10,65,54.6916666666666667
2014,39,4,pm10,29,22.5750000000000000
2014,39,0,pm10,25,20.3166666666666667
2015,39,0,pm10,52,40.0750000000000000
2015,39,6,pm10,55,39.5583333333333333
2014,39,1,pm10,36,26.8833333333333333
2014,39,3,pm10,29,21.8833333333333333
2013,39,5,pm10,38,21.5583333333333333
2013,39,6,pm10,70,37.3250000000000000
2013,39,2,pm10,54,37.6333333333333333
2013,39,3,pm10,45,31.7333333333333333
2014,39,5,pm10,31,24.1916666666666667
2014,39,2,pm10,31,22.0166666666666667
2015,39,2,pm10,58,45.4416666666666667
2015,39,3,pm10,67,53.1833333333333333
2015,39,1,pm10,58,42.6833333333333333
2014,4,1,dioxido_de_azufre,13,6.7916666666666667
2013,4,3,dioxido_de_azufre,26,10.6583333333333333
2015,4,5,dioxido_de_azufre,4,2.2583333333333333
2016,4,0,dioxido_de_azufre,5,2.6916666666666667
2016,4,3,dioxido_de_azufre,6,2.2000000000000000
2014,4,2,dioxido_de_azufre,9,6.5166666666666667
2016,4,5,dioxido_de_azufre,36,18.2666666666666667
2013,4,5,dioxido_de_azufre,18,8.3000000000000000
2014,4,3,dioxido_de_azufre,8,3.4833333333333333
2016,4,1,dioxido_de_azufre,5,3.3583333333333333
