anio,semana,dia,contaminante,max,avg
2013,20,2,dioxido_de_azufre,6,3.2750000000000000
2014,20,5,dioxido_de_azufre,35,18.3666666666666667
2015,20,4,dioxido_de_azufre,5,2.2583333333333333
2013,20,5,dioxido_de_azufre,17,6.0250000000000000
2015,20,3,dioxido_de_azufre,5,2.6166666666666667
2015,20,0,dioxido_de_azufre,3,1.6916666666666667
2014,20,3,dioxido_de_azufre,5,2.5500000000000000
2014,20,6,dioxido_de_azufre,36,19.7416666666666667
2014,20,1,dioxido_de_azufre,15,3.5500000000000000
2015,20,3,dioxido_de_nitrogeno,30,17.8166666666666667
2013,20,2,dioxido_de_nitrogeno,30,15.6000000000000000
2015,20,4,dioxido_de_nitrogeno,27,17.1250000000000000
2014,20,3,dioxido_de_nitrogeno,21,10.8416666666666667
2014,20,6,dioxido_de_nitrogeno,40,18.2166666666666667
2014,20,2,dioxido_de_nitrogeno,46,19.6333333333333333
2015,20,0,dioxido_de_nitrogeno,28,13.9000000000000000
2014,20,1,dioxido_de_nitrogeno,40,15.4500000000000000
2013,20,4,dioxido_de_nitrogeno,45,18.5500000000000000
2013,20,3,dioxido_de_nitrogeno,38,19.0083333333333333
2014,20,4,dioxido_de_nitrogeno,24,13.4833333333333333
2015,20,1,dioxido_de_nitrogeno,38,16.9083333333333333
2014,20,5,dioxido_de_nitrogeno,43,18.1833333333333333
2013,20,0,dioxido_de_nitrogeno,26,15.2916666666666667
2015,20,2,dioxido_de_nitrogeno,25,15.6916666666666667
2015,20,5,dioxido_de_nitrogeno,40,19.2083333333333333
2013,20,6,dioxido_de_nitrogeno,32,16.5916666666666667
2014,20,0,dioxido_de_nitrogeno,32,17.6083333333333333
2013,20,1,dioxido_de_nitrogeno,22,14.2500000000000000
2015,20,6,dioxido_de_nitrogeno,40,17.3166666666666667
2013,20,5,dioxido_de_nitrogeno,50,20.5916666666666667
2013,20,2,monoxido_de_carbono,14,7.5500000000000000
2013,20,6,monoxido_de_carbono,15,8.9250000000000000
2014,20,3,monoxido_de_carbono,11,6.2166666666666667
2015,20,1,monoxido_de_carbono,17,8.2333333333333333
2014,20,5,monoxido_de_carbono,15,7.0250000000000000
2015,20,4,monoxido_de_carbono,14,8.0666666666666667
2015,20,3,monoxido_de_carbono,15,8.6916666666666667
2014,20,0,monoxido_de_carbono,15,7.6000000000000000
2014,20,4,monoxido_de_carbono,9,5.5666666666666667
2015,20,5,monoxido_de_carbono,24,9.7916666666666667
2013,20,5,monoxido_de_carbono,21,11.7833333333333333
2013,20,1,monoxido_de_carbono,12,7.5500000000000000
2013,20,3,monoxido_de_carbono,16,8.9833333333333333
2015,20,2,monoxido_de_carbono,13,7.3250000000000000
2014,20,1,monoxido_de_carbono,15,6.7750000000000000
2015,20,6,monoxido_de_carbono,15,8.6416666666666667
2015,20,0,monoxido_de_carbono,15,8.1250000000000000
2014,20,6,monoxido_de_carbono,15,7.2583333333333333
2013,20,4,monoxido_de_carbono,22,9.4083333333333333
2013,20,0,monoxido_de_carbono,13,8.1416666666666667
2014,20,2,monoxido_de_carbono,18,8.2333333333333333
2013,20,2,ozono,126,36.8916666666666667
2014,20,3,ozono,72,35.8833333333333333
2015,20,1,ozono,139,37.5916666666666667
2014,20,4,ozono,112,38.5250000000000000
2014,20,5,ozono,94,35.8250000000000000
2015,20,0,ozono,125,35.8416666666666667
2015,20,2,ozono,76,22.7583333333333333
2015,20,5,ozono,116,33.3083333333333333
2014,20,6,ozono,103,38.5083333333333333
2013,20,0,ozono,133,53.2250000000000000
2013,20,3,ozono,139,43.0000000000000000
2013,20,5,ozono,119,43.6500000000000000
2015,20,6,ozono,130,32.4083333333333333
2015,20,3,ozono,127,27.7583333333333333
2015,20,4,ozono,130,31.3750000000000000
2013,20,4,ozono,139,50.0750000000000000
2014,20,0,ozono,98,41.4500000000000000
2014,20,1,ozono,131,46.3583333333333333
2014,20,2,ozono,124,35.4666666666666667
2013,20,1,ozono,112,30.9416666666666667
2013,20,6,ozono,138,53.6500000000000000
2014,20,1,pm10,43,33.9000000000000000
2015,20,3,pm10,67,52.4500000000000000
2014,20,6,pm10,58,45.7583333333333333
2013,20,3,pm10,90,51.4083333333333333
2013,20,0,pm10,65,44.5833333333333333
2013,20,1,pm10,75,51.8833333333333333
2013,20,6,pm10,78,47.6000000000000000
2015,20,4,pm10,74,54.1416666666666667
2015,20,0,pm10,74,48.3000000000000000
2013,20,4,pm10,93,63.2916666666666667
2014,20,2,pm10,45,37.6166666666666667
2013,20,5,pm10,83,56.1083333333333333
2015,20,5,pm10,101,57.7083333333333333
2014,20,0,pm10,50,38.8916666666666667
2015,20,2,pm10,81,57.9583333333333333
2015,20,6,pm10,102,62.0000000000000000
2014,20,3,pm10,47,27.3833333333333333
2014,20,4,pm10,33,21.1166666666666667
2014,20,5,pm10,63,43.5166666666666667
2015,20,1,pm10,97,58.6916666666666667
2013,20,2,pm10,43,29.6250000000000000
2015,21,2,dioxido_de_azufre,6,2.6166666666666667
2013,21,0,dioxido_de_azufre,11,5.5250000000000000
2013,21,1,dioxido_de_azufre,5,2.7083333333333333
2014,21,3,dioxido_de_azufre,12,6.8166666666666667
2014,21,6,dioxido_de_azufre,23,9.3333333333333333
2015,21,5,dioxido_de_azufre,8,3.3166666666666667
2013,21,2,dioxido_de_azufre,5,3.0250000000000000
2013,21,3,dioxido_de_azufre,7,3.2750000000000000
2014,21,1,dioxido_de_azufre,6,3.1250000000000000
2014,21,4,dioxido_de_azufre,15,10.0750000000000000
2015,21,0,dioxido_de_azufre,4,1.9416666666666667
2015,21,1,dioxido_de_azufre,3,2.1583333333333333
2015,21,3,dioxido_de_azufre,8,3.7000000000000000
2015,21,6,dioxido_de_azufre,8,2.7833333333333333
2014,21,2,dioxido_de_azufre,8,4.8500000000000000
2013,21,5,dioxido_de_azufre,6,3.7583333333333333
2015,21,4,dioxido_de_azufre,8,4.1166666666666667
2013,21,6,dioxido_de_azufre,12,7.1083333333333333
2014,21,0,dioxido_de_azufre,18,5.3000000000000000
2014,21,5,dioxido_de_azufre,22,10.9250000000000000
2013,21,4,dioxido_de_azufre,6,4.1500000000000000
2015,21,3,dioxido_de_nitrogeno,35,19.2000000000000000
2013,21,1,dioxido_de_nitrogeno,34,16.5250000000000000
2015,21,0,dioxido_de_nitrogeno,30,13.5250000000000000
2015,21,2,dioxido_de_nitrogeno,36,17.8000000000000000
2014,21,1,dioxido_de_nitrogeno,51,20.7250000000000000
2013,21,5,dioxido_de_nitrogeno,38,18.4333333333333333
2015,21,5,dioxido_de_nitrogeno,26,14.5416666666666667
2013,21,6,dioxido_de_nitrogeno,23,14.7666666666666667
2014,21,0,dioxido_de_nitrogeno,21,12.6916666666666667
2014,21,3,dioxido_de_nitrogeno,41,17.1416666666666667
2015,21,1,dioxido_de_nitrogeno,40,15.8416666666666667
2013,21,0,dioxido_de_nitrogeno,24,14.0250000000000000
2014,21,6,dioxido_de_nitrogeno,26,15.7083333333333333
2014,21,5,dioxido_de_nitrogeno,31,18.1083333333333333
2015,21,4,dioxido_de_nitrogeno,39,15.8500000000000000
2014,21,4,dioxido_de_nitrogeno,31,15.8833333333333333
2015,21,6,dioxido_de_nitrogeno,30,16.1750000000000000
2013,21,3,dioxido_de_nitrogeno,42,17.8583333333333333
2013,21,2,dioxido_de_nitrogeno,36,18.4000000000000000
2014,21,2,dioxido_de_nitrogeno,45,18.9833333333333333
2013,21,4,dioxido_de_nitrogeno,40,19.3750000000000000
2015,21,6,monoxido_de_carbono,15,8.4916666666666667
2013,21,3,monoxido_de_carbono,20,10.0583333333333333
2013,21,0,monoxido_de_carbono,14,8.7750000000000000
2014,21,1,monoxido_de_carbono,22,8.5166666666666667
2015,21,4,monoxido_de_carbono,25,10.3583333333333333
2014,21,0,monoxido_de_carbono,11,6.3500000000000000
2014,21,5,monoxido_de_carbono,13,7.6916666666666667
2015,21,2,monoxido_de_carbono,15,8.3666666666666667
2013,21,4,monoxido_de_carbono,18,9.6916666666666667
2015,21,3,monoxido_de_carbono,17,10.2083333333333333
2014,21,6,monoxido_de_carbono,15,8.8166666666666667
2014,21,3,monoxido_de_carbono,16,7.7416666666666667
2015,21,1,monoxido_de_carbono,18,8.5416666666666667
2014,21,2,monoxido_de_carbono,24,9.0083333333333333
2013,21,6,monoxido_de_carbono,13,7.5666666666666667
2013,21,1,monoxido_de_carbono,17,8.4916666666666667
2015,21,0,monoxido_de_carbono,16,7.5166666666666667
2014,21,4,monoxido_de_carbono,13,7.0916666666666667
2013,21,2,monoxido_de_carbono,19,9.4500000000000000
2015,21,5,monoxido_de_carbono,11,6.8500000000000000
2013,21,5,monoxido_de_carbono,18,10.2000000000000000
2013,21,3,ozono,140,55.6166666666666667
2013,21,1,ozono,126,49.5750000000000000
2015,21,0,ozono,92,29.0666666666666667
2015,21,4,ozono,130,34.4250000000000000
2014,21,2,ozono,112,43.0750000000000000
2014,21,4,ozono,129,49.5000000000000000
2014,21,6,ozono,115,33.4250000000000000
2013,21,0,ozono,106,36.4500000000000000
2015,21,2,ozono,148,40.7000000000000000
2015,21,1,ozono,114,34.1750000000000000
2013,21,5,ozono,104,38.8750000000000000
2013,21,6,ozono,125,42.0500000000000000
2014,21,3,ozono,121,48.1416666666666667
2013,21,2,ozono,151,58.2500000000000000
2015,21,3,ozono,131,30.5083333333333333
2014,21,0,ozono,87,29.6500000000000000
2014,21,1,ozono,83,37.2000000000000000
2013,21,4,ozono,145,49.2833333333333333
2015,21,6,ozono,137,34.9416666666666667
2014,21,5,ozono,89,30.7916666666666667
2015,21,5,ozono,109,33.3583333333333333
2014,21,6,pm10,55,42.8500000000000000
2015,21,2,pm10,105,71.6750000000000000
2015,21,5,pm10,110,60.2250000000000000
2014,21,3,pm10,72,57.3416666666666667
2013,21,0,pm10,53,40.0750000000000000
2015,21,1,pm10,90,52.4416666666666667
2015,21,6,pm10,93,54.5333333333333333
2014,21,0,pm10,49,32.6500000000000000
2015,21,4,pm10,116,79.6916666666666667
2014,21,2,pm10,70,51.0916666666666667
2015,21,0,pm10,97,63.2833333333333333
2013,21,2,pm10,74,47.6833333333333333
2013,21,5,pm10,83,50.3000000000000000
2013,21,6,pm10,82,52.7833333333333333
2013,21,1,pm10,56,41.2083333333333333
2013,21,4,pm10,74,56.9000000000000000
2014,21,5,pm10,60,45.1250000000000000
2014,21,1,pm10,63,40.9666666666666667
2015,21,3,pm10,111,85.3250000000000000
2014,21,4,pm10,70,58.3916666666666667
2013,21,3,pm10,90,61.1583333333333333
2015,22,0,dioxido_de_azufre,5,3.1250000000000000
2015,22,6,dioxido_de_azufre,7,2.9500000000000000
2013,22,4,dioxido_de_azufre,9,4.8916666666666667
2014,22,5,dioxido_de_azufre,5,2.7833333333333333
2014,22,4,dioxido_de_azufre,4,2.3750000000000000
2014,22,3,dioxido_de_azufre,15,5.4333333333333333
2015,22,5,dioxido_de_azufre,8,2.9750000000000000
2013,22,0,dioxido_de_azufre,17,6.8333333333333333
2013,22,5,dioxido_de_azufre,8,3.1583333333333333
2015,22,2,dioxido_de_azufre,5,2.5166666666666667
2013,22,2,dioxido_de_azufre,16,4.2000000000000000
2015,22,3,dioxido_de_azufre,7,2.8666666666666667
2014,22,2,dioxido_de_azufre,20,8.5166666666666667
2014,22,6,dioxido_de_azufre,5,2.9750000000000000
2013,22,1,dioxido_de_azufre,6,3.4666666666666667
2014,22,0,dioxido_de_azufre,6,3.1250000000000000
2013,22,6,dioxido_de_azufre,15,7.1666666666666667
2013,22,3,dioxido_de_azufre,17,6.0583333333333333
2015,22,4,dioxido_de_azufre,7,3.2083333333333333
2015,22,1,dioxido_de_azufre,5,2.0583333333333333
2014,22,1,dioxido_de_azufre,13,3.7750000000000000
2015,22,3,dioxido_de_nitrogeno,31,17.4166666666666667
2015,22,1,dioxido_de_nitrogeno,34,17.0500000000000000
2015,22,5,dioxido_de_nitrogeno,31,20.9750000000000000
2014,22,4,dioxido_de_nitrogeno,38,17.8833333333333333
2015,22,2,dioxido_de_nitrogeno,33,15.0250000000000000
2015,22,6,dioxido_de_nitrogeno,26,17.2083333333333333
2014,22,0,dioxido_de_nitrogeno,19,11.1500000000000000
2013,22,6,dioxido_de_nitrogeno,21,12.0666666666666667
2013,22,3,dioxido_de_nitrogeno,40,15.9500000000000000
2013,22,1,dioxido_de_nitrogeno,26,15.0750000000000000
2013,22,5,dioxido_de_nitrogeno,27,14.3750000000000000
2014,22,6,dioxido_de_nitrogeno,28,16.9333333333333333
2013,22,4,dioxido_de_nitrogeno,30,14.2250000000000000
2014,22,5,dioxido_de_nitrogeno,43,20.5583333333333333
2014,22,1,dioxido_de_nitrogeno,28,17.6333333333333333
2014,22,2,dioxido_de_nitrogeno,32,17.4750000000000000
2013,22,0,dioxido_de_nitrogeno,18,8.4833333333333333
2015,22,4,dioxido_de_nitrogeno,36,18.0666666666666667
2014,22,3,dioxido_de_nitrogeno,42,20.5250000000000000
2013,22,2,dioxido_de_nitrogeno,32,15.5333333333333333
2015,22,0,dioxido_de_nitrogeno,27,12.8666666666666667
2014,22,6,monoxido_de_carbono,17,9.4750000000000000
2014,22,4,monoxido_de_carbono,18,9.2000000000000000
2015,22,3,monoxido_de_carbono,15,7.8333333333333333
2013,22,4,monoxido_de_carbono,15,7.5833333333333333
2014,22,0,monoxido_de_carbono,16,7.8666666666666667
2014,22,2,monoxido_de_carbono,15,8.5833333333333333
2015,22,0,monoxido_de_carbono,13,6.8500000000000000
2013,22,5,monoxido_de_carbono,14,7.0166666666666667
2013,22,0,monoxido_de_carbono,7,5.5250000000000000
2014,22,5,monoxido_de_carbono,17,9.2416666666666667
2014,22,3,monoxido_de_carbono,19,9.6916666666666667
2013,22,6,monoxido_de_carbono,12,6.8166666666666667
2013,22,1,monoxido_de_carbono,15,9.0500000000000000
2015,22,6,monoxido_de_carbono,12,8.0416666666666667
2015,22,2,monoxido_de_carbono,15,7.6750000000000000
2013,22,2,monoxido_de_carbono,15,9.1666666666666667
2015,22,4,monoxido_de_carbono,17,9.3750000000000000
2014,22,1,monoxido_de_carbono,14,8.5416666666666667
2015,22,5,monoxido_de_carbono,17,10.0166666666666667
2015,22,1,monoxido_de_carbono,17,8.0000000000000000
2013,22,3,monoxido_de_carbono,17,9.0166666666666667
2013,22,1,ozono,84,29.0916666666666667
2013,22,2,ozono,116,35.2000000000000000
2015,22,0,ozono,51,21.1583333333333333
2013,22,6,ozono,80,32.0583333333333333
2015,22,3,ozono,127,34.2916666666666667
2013,22,0,ozono,55,26.4416666666666667
2015,22,6,ozono,82,21.3250000000000000
2015,22,1,ozono,126,33.7666666666666667
2013,22,5,ozono,62,32.7750000000000000
2014,22,5,ozono,96,31.9166666666666667
2014,22,1,ozono,79,29.3166666666666667
2014,22,2,ozono,116,38.0916666666666667
2014,22,4,ozono,123,39.4333333333333333
2014,22,3,ozono,106,35.6000000000000000
2015,22,4,ozono,119,28.6000000000000000
2013,22,3,ozono,101,36.7166666666666667
2014,22,0,ozono,65,35.0416666666666667
2015,22,5,ozono,142,28.2250000000000000
2013,22,4,ozono,82,38.9166666666666667
2014,22,6,ozono,62,28.1250000000000000
2015,22,2,ozono,80,25.5916666666666667
2013,22,1,pm10,48,31.7166666666666667
2013,22,2,pm10,62,40.0083333333333333
2014,22,2,pm10,52,39.2083333333333333
2014,22,5,pm10,48,34.8666666666666667
2013,22,3,pm10,69,47.0250000000000000
2014,22,1,pm10,44,30.3500000000000000
2015,22,1,pm10,74,47.0083333333333333
2014,22,4,pm10,42,30.8083333333333333
2015,22,6,pm10,87,64.4583333333333333
2014,22,3,pm10,48,32.8750000000000000
2013,22,0,pm10,58,36.6583333333333333
2014,22,6,pm10,49,36.5666666666666667
2015,22,2,pm10,71,48.9833333333333333
2015,22,4,pm10,105,65.3750000000000000
2014,22,0,pm10,33,26.3250000000000000
2015,22,3,pm10,105,66.8750000000000000
2013,22,6,pm10,63,45.8500000000000000
2015,22,5,pm10,88,56.4083333333333333
2013,22,4,pm10,63,49.1500000000000000
2013,22,5,pm10,66,51.4333333333333333
2015,22,0,pm10,71,44.6000000000000000
2013,23,5,dioxido_de_azufre,9,4.6583333333333333
2014,23,5,dioxido_de_azufre,5,2.4416666666666667
2013,23,1,dioxido_de_azufre,13,2.8416666666666667
2013,23,3,dioxido_de_azufre,12,4.7333333333333333
2013,23,0,dioxido_de_azufre,10,5.7416666666666667
2014,23,6,dioxido_de_azufre,2,1.8583333333333333
2015,23,1,dioxido_de_azufre,9,4.2666666666666667
2014,23,3,dioxido_de_azufre,2,1.6250000000000000
2015,23,2,dioxido_de_azufre,15,6.3166666666666667
2014,23,0,dioxido_de_azufre,10,4.6000000000000000
2015,23,4,dioxido_de_azufre,14,4.6750000000000000
2013,23,4,dioxido_de_azufre,13,5.6416666666666667
2014,23,1,dioxido_de_azufre,5,1.8333333333333333
2015,23,6,dioxido_de_azufre,19,9.1250000000000000
2013,23,6,dioxido_de_azufre,6,3.2833333333333333
2013,23,2,dioxido_de_azufre,5,2.3666666666666667
2015,23,0,dioxido_de_azufre,18,4.5583333333333333
2014,23,4,dioxido_de_azufre,5,2.0083333333333333
2014,23,2,dioxido_de_azufre,2,1.5833333333333333
2015,23,3,dioxido_de_azufre,15,8.2416666666666667
2015,23,5,dioxido_de_azufre,7,2.8500000000000000
2013,23,5,dioxido_de_nitrogeno,48,17.8750000000000000
2015,23,5,dioxido_de_nitrogeno,35,16.4083333333333333
2015,23,3,dioxido_de_nitrogeno,37,17.0083333333333333
2013,23,0,dioxido_de_nitrogeno,25,12.9500000000000000
2014,23,6,dioxido_de_nitrogeno,21,10.6416666666666667
2013,23,3,dioxido_de_nitrogeno,38,15.8083333333333333
2013,23,2,dioxido_de_nitrogeno,30,11.5833333333333333
2015,23,6,dioxido_de_nitrogeno,24,15.9250000000000000
2015,23,4,dioxido_de_nitrogeno,26,15.7333333333333333
2015,23,2,dioxido_de_nitrogeno,33,15.3250000000000000
2014,23,0,dioxido_de_nitrogeno,20,11.2333333333333333
2013,23,6,dioxido_de_nitrogeno,30,13.8250000000000000
2014,23,5,dioxido_de_nitrogeno,16,9.6833333333333333
2014,23,3,dioxido_de_nitrogeno,13,8.7833333333333333
2013,23,4,dioxido_de_nitrogeno,43,16.5666666666666667
2015,23,0,dioxido_de_nitrogeno,21,10.7916666666666667
2014,23,1,dioxido_de_nitrogeno,25,13.0583333333333333
2014,23,4,dioxido_de_nitrogeno,27,11.8916666666666667
2015,23,1,dioxido_de_nitrogeno,25,13.6083333333333333
2014,23,2,dioxido_de_nitrogeno,21,9.4750000000000000
2013,23,1,dioxido_de_nitrogeno,19,8.1666666666666667
2014,23,4,monoxido_de_carbono,11,7.1666666666666667
2014,23,5,monoxido_de_carbono,12,6.8583333333333333
2014,23,6,monoxido_de_carbono,13,7.4916666666666667
2015,23,4,monoxido_de_carbono,13,7.1416666666666667
2014,23,0,monoxido_de_carbono,14,8.0333333333333333
2013,23,2,monoxido_de_carbono,12,6.4750000000000000
2015,23,6,monoxido_de_carbono,13,7.5250000000000000
2013,23,0,monoxido_de_carbono,9,6.4166666666666667
2013,23,3,monoxido_de_carbono,15,7.2083333333333333
2013,23,6,monoxido_de_carbono,11,6.2833333333333333
2014,23,3,monoxido_de_carbono,9,5.5333333333333333
2014,23,1,monoxido_de_carbono,15,7.2750000000000000
2013,23,1,monoxido_de_carbono,9,5.3333333333333333
2015,23,5,monoxido_de_carbono,13,8.0833333333333333
2015,23,1,monoxido_de_carbono,15,7.1500000000000000
2013,23,5,monoxido_de_carbono,15,7.6583333333333333
2015,23,0,monoxido_de_carbono,13,7.3500000000000000
2015,23,3,monoxido_de_carbono,17,7.8916666666666667
2015,23,2,monoxido_de_carbono,17,7.4083333333333333
2013,23,4,monoxido_de_carbono,14,7.4083333333333333
2014,23,2,monoxido_de_carbono,8,5.4416666666666667
2015,23,2,ozono,109,30.0750000000000000
2014,23,1,ozono,59,34.8250000000000000
2015,23,1,ozono,65,23.5583333333333333
2015,23,4,ozono,135,38.3500000000000000
2013,23,4,ozono,134,45.6750000000000000
2015,23,0,ozono,113,29.3500000000000000
2014,23,6,ozono,47,16.5416666666666667
2014,23,2,ozono,72,33.5833333333333333
2015,23,3,ozono,122,34.5583333333333333
2013,23,5,ozono,109,42.5666666666666667
2013,23,0,ozono,89,36.7750000000000000
2014,23,3,ozono,50,22.2583333333333333
2015,23,5,ozono,50,20.5500000000000000
2014,23,5,ozono,45,13.6833333333333333
2014,23,0,ozono,85,20.1833333333333333
2013,23,1,ozono,61,27.2333333333333333
2013,23,6,ozono,128,50.2500000000000000
2013,23,3,ozono,114,42.5916666666666667
2013,23,2,ozono,126,36.2666666666666667
2015,23,6,ozono,109,22.0416666666666667
2014,23,4,ozono,48,18.1500000000000000
2015,23,4,pm10,102,75.5916666666666667
2014,23,0,pm10,37,23.1750000000000000
2014,23,2,pm10,40,30.9833333333333333
2014,23,5,pm10,34,21.7000000000000000
2014,23,4,pm10,32,23.2666666666666667
2014,23,3,pm10,37,23.3416666666666667
2015,23,3,pm10,102,70.0500000000000000
2015,23,0,pm10,68,49.9833333333333333
2015,23,1,pm10,64,41.7083333333333333
2015,23,2,pm10,96,57.9166666666666667
2014,23,1,pm10,39,28.4000000000000000
2013,23,2,pm10,43,31.5916666666666667
2013,23,0,pm10,69,47.2750000000000000
2013,23,6,pm10,69,54.7250000000000000
2013,23,3,pm10,56,42.6500000000000000
2013,23,4,pm10,63,51.5250000000000000
2013,23,5,pm10,69,53.7583333333333333
2015,23,5,pm10,102,68.0333333333333333
2014,23,6,pm10,23,17.3833333333333333
2015,23,6,pm10,100,67.2666666666666667
2013,23,1,pm10,38,27.6583333333333333
2013,24,5,dioxido_de_azufre,25,12.0000000000000000
2015,24,0,dioxido_de_azufre,2,1.7083333333333333
2013,24,1,dioxido_de_azufre,11,8.0583333333333333
2013,24,0,dioxido_de_azufre,25,6.8833333333333333
2014,24,1,dioxido_de_azufre,12,3.8500000000000000
2015,24,3,dioxido_de_azufre,20,8.6416666666666667
2015,24,1,dioxido_de_azufre,12,5.3000000000000000
2014,24,2,dioxido_de_azufre,3,2.3083333333333333
2015,24,6,dioxido_de_azufre,5,2.5666666666666667
2015,24,2,dioxido_de_azufre,13,5.7333333333333333
2014,24,6,dioxido_de_azufre,22,11.0166666666666667
2013,24,6,dioxido_de_azufre,20,5.9416666666666667
2015,24,5,dioxido_de_azufre,16,5.5500000000000000
2015,24,4,dioxido_de_azufre,19,10.8500000000000000
2013,24,3,dioxido_de_azufre,7,3.8500000000000000
2014,24,5,dioxido_de_azufre,12,4.7750000000000000
2013,24,2,dioxido_de_azufre,8,3.4166666666666667
2014,24,4,dioxido_de_azufre,5,2.7083333333333333
2014,24,0,dioxido_de_azufre,18,9.6333333333333333
2013,24,4,dioxido_de_azufre,5,3.9833333333333333
2014,24,3,dioxido_de_azufre,5,2.1166666666666667
2015,24,0,dioxido_de_nitrogeno,16,8.2083333333333333
2014,24,3,dioxido_de_nitrogeno,25,13.2666666666666667
2014,24,4,dioxido_de_nitrogeno,30,15.2083333333333333
2013,24,3,dioxido_de_nitrogeno,35,17.8583333333333333
2014,24,2,dioxido_de_nitrogeno,21,11.9916666666666667
2014,24,0,dioxido_de_nitrogeno,20,12.5083333333333333
2015,24,3,dioxido_de_nitrogeno,32,16.2250000000000000
2015,24,4,dioxido_de_nitrogeno,37,15.7250000000000000
2013,24,2,dioxido_de_nitrogeno,36,20.8166666666666667
2015,24,2,dioxido_de_nitrogeno,29,14.8583333333333333
2014,24,6,dioxido_de_nitrogeno,25,13.8416666666666667
2013,24,5,dioxido_de_nitrogeno,32,21.3583333333333333
2015,24,5,dioxido_de_nitrogeno,32,17.3333333333333333
2014,24,1,dioxido_de_nitrogeno,33,12.5416666666666667
2015,24,1,dioxido_de_nitrogeno,24,13.5750000000000000
2013,24,6,dioxido_de_nitrogeno,46,21.8166666666666667
2014,24,5,dioxido_de_nitrogeno,27,14.4166666666666667
2013,24,0,dioxido_de_nitrogeno,24,12.5000000000000000
2013,24,1,dioxido_de_nitrogeno,37,17.4083333333333333
2015,24,6,dioxido_de_nitrogeno,25,14.3416666666666667
2013,24,4,dioxido_de_nitrogeno,41,21.0583333333333333
2014,24,6,monoxido_de_carbono,11,7.1500000000000000
2013,24,5,monoxido_de_carbono,17,11.3083333333333333
2014,24,5,monoxido_de_carbono,13,7.7000000000000000
2015,24,4,monoxido_de_carbono,15,7.3666666666666667
2015,24,6,monoxido_de_carbono,15,9.0583333333333333
2014,24,3,monoxido_de_carbono,15,8.2166666666666667
2013,24,2,monoxido_de_carbono,16,9.7750000000000000
2013,24,6,monoxido_de_carbono,24,13.8916666666666667
2013,24,4,monoxido_de_carbono,16,9.9750000000000000
2015,24,5,monoxido_de_carbono,14,7.8083333333333333
2015,24,1,monoxido_de_carbono,15,6.8333333333333333
2013,24,1,monoxido_de_carbono,15,8.1000000000000000
2014,24,4,monoxido_de_carbono,14,8.4166666666666667
2015,24,3,monoxido_de_carbono,15,7.5250000000000000
2014,24,0,monoxido_de_carbono,11,7.0583333333333333
2015,24,0,monoxido_de_carbono,9,6.0083333333333333
2013,24,0,monoxido_de_carbono,12,7.4416666666666667
2013,24,3,monoxido_de_carbono,17,9.9916666666666667
2014,24,1,monoxido_de_carbono,17,11.4000000000000000
2015,24,2,monoxido_de_carbono,17,7.0083333333333333
2014,24,2,monoxido_de_carbono,12,7.5250000000000000
2015,24,1,ozono,107,31.6416666666666667
2015,24,4,ozono,150,42.9000000000000000
2013,24,2,ozono,90,36.6833333333333333
2015,24,5,ozono,129,34.2250000000000000
2014,24,6,ozono,118,41.7500000000000000
2014,24,4,ozono,150,48.2000000000000000
2014,24,1,ozono,116,25.2666666666666667
2014,24,5,ozono,131,42.6000000000000000
2013,24,5,ozono,102,24.7833333333333333
2015,24,2,ozono,144,42.1416666666666667
2013,24,0,ozono,106,38.2666666666666667
2014,24,0,ozono,106,41.4666666666666667
2014,24,2,ozono,119,31.7666666666666667
2014,24,3,ozono,115,34.9666666666666667
2013,24,6,ozono,120,29.4833333333333333
2015,24,0,ozono,36,15.7166666666666667
2015,24,6,ozono,127,30.2000000000000000
2015,24,3,ozono,175,53.0666666666666667
2013,24,1,ozono,86,40.9666666666666667
2013,24,3,ozono,92,36.1333333333333333
2013,24,4,ozono,115,36.1166666666666667
2015,24,1,pm10,108,57.4166666666666667
2015,24,4,pm10,110,91.2416666666666667
2014,24,5,pm10,58,43.2833333333333333
2015,24,6,pm10,101,69.4166666666666667
2014,24,2,pm10,49,32.2416666666666667
2013,24,6,pm10,78,49.2750000000000000
2013,24,2,pm10,53,41.7583333333333333
2015,24,3,pm10,110,81.0750000000000000
2014,24,6,pm10,57,44.8333333333333333
2013,24,0,pm10,50,41.0333333333333333
2014,24,3,pm10,43,33.9666666666666667
2015,24,5,pm10,108,78.9000000000000000
2013,24,3,pm10,52,41.4000000000000000
2015,24,0,pm10,81,39.3916666666666667
2013,24,1,pm10,56,38.7583333333333333
2015,24,2,pm10,111,70.0083333333333333
2013,24,5,pm10,65,50.3083333333333333
2014,24,0,pm10,51,42.4916666666666667
2014,24,4,pm10,54,38.3666666666666667
2014,24,1,pm10,41,27.4583333333333333
2013,24,4,pm10,46,36.5833333333333333
2015,25,2,dioxido_de_azufre,10,3.9583333333333333
2014,25,6,dioxido_de_azufre,4,2.4750000000000000
2013,25,6,dioxido_de_azufre,4,2.3000000000000000
2015,25,4,dioxido_de_azufre,15,6.6083333333333333
2015,25,6,dioxido_de_azufre,3,1.9750000000000000
2015,25,0,dioxido_de_azufre,4,2.6250000000000000
2014,25,2,dioxido_de_azufre,18,5.3666666666666667
2015,25,1,dioxido_de_azufre,5,1.5500000000000000
