dia_semana,cuarto,parte_dia,contaminante,max,min,avg,stddev
6,4,16,dioxido_de_azufre,106,1,14.1085714285714286,12.2529573819293232
6,4,17,dioxido_de_azufre,106,1,14.0736507936507937,12.1776728358724365
6,4,18,dioxido_de_azufre,107,1,14.0864040660736976,12.2053381401106585
6,4,19,dioxido_de_azufre,107,1,14.0482846251588310,12.1968993998651550
6,4,20,dioxido_de_azufre,109,1,14.0559085133418043,12.1624697625628191
6,4,21,dioxido_de_azufre,109,1,14.0101651842439644,12.1068520304990636
6,4,22,dioxido_de_azufre,106,1,11.7565733672603902,11.5345916800790646
6,4,23,dioxido_de_azufre,102,1,11.7497879558948261,11.4511284371764211
0,1,0,dioxido_de_nitrogeno,71,5,20.1789473684210526,7.1782457631397279
0,1,1,dioxido_de_nitrogeno,68,4,19.2604651162790698,6.8264649431160231
0,1,2,dioxido_de_nitrogeno,64,3,18.2311411992263056,6.4656181496812673
0,1,3,dioxido_de_nitrogeno,54,3,17.4094138543516874,5.8624424347342065
0,1,4,dioxido_de_nitrogeno,48,2,16.4675438596491228,5.4884185768587858
0,1,5,dioxido_de_nitrogeno,47,1,15.8684210526315789,5.2755722080948167
0,1,6,dioxido_de_nitrogeno,44,2,15.4333333333333333,4.9556357833252792
0,1,7,dioxido_de_nitrogeno,52,2,16.1581699346405229,5.0491192839318808
0,1,8,dioxido_de_nitrogeno,52,4,17.0921568627450980,5.2792525459871618
0,1,9,dioxido_de_nitrogeno,73,4,20.9679738562091503,8.0891626553667400
0,1,10,dioxido_de_nitrogeno,87,3,25.8712418300653595,12.3842352856583244
0,1,11,dioxido_de_nitrogeno,102,2,25.0333333333333333,13.1961927442387740
0,1,12,dioxido_de_nitrogeno,97,2,20.2856209150326797,10.9662119658107730
0,1,13,dioxido_de_nitrogeno,95,1,15.8483660130718954,8.8235675302071563
0,1,14,dioxido_de_nitrogeno,51,1,13.3901960784313725,7.0528256651802168
0,1,15,dioxido_de_nitrogeno,42,1,12.5575163398692810,6.3931290047171624
0,1,16,dioxido_de_nitrogeno,50,1,12.2419882275997384,6.3177461537491442
0,1,17,dioxido_de_nitrogeno,52,1,12.4692810457516340,6.5032595444026511
0,1,18,dioxido_de_nitrogeno,71,2,13.9503267973856209,7.7755559710119532
0,1,19,dioxido_de_nitrogeno,87,3,17.0921568627450980,9.2479119621042686
0,1,20,dioxido_de_nitrogeno,69,4,19.0895424836601307,8.8665246907338011
0,1,21,dioxido_de_nitrogeno,76,5,20.1176470588235294,8.6027367057765680
0,1,22,dioxido_de_nitrogeno,88,3,20.3692982456140351,7.9701773718368088
0,1,23,dioxido_de_nitrogeno,87,4,20.3631578947368421,7.9718365451791840
0,2,0,dioxido_de_nitrogeno,41,4,18.0480072463768116,6.3374761826945939
0,2,1,dioxido_de_nitrogeno,38,3,16.9571948998178506,6.3316850310949047
0,2,2,dioxido_de_nitrogeno,40,3,15.5651302605210421,6.0682565656294599
0,2,3,dioxido_de_nitrogeno,35,2,14.8518877057115198,5.8153381475476996
0,2,4,dioxido_de_nitrogeno,36,3,14.6486733760292772,5.2974776789150987
0,2,5,dioxido_de_nitrogeno,31,3,14.7978241160471442,5.0476778346657370
0,2,6,dioxido_de_nitrogeno,32,3,15.3245693563009973,4.7793229185091470
0,2,7,dioxido_de_nitrogeno,43,2,16.3309585492227979,5.3167876426378713
0,2,8,dioxido_de_nitrogeno,60,3,17.7594696969696970,6.4075799018585885
0,2,9,dioxido_de_nitrogeno,74,3,19.7531565656565657,8.8976948123419346
0,2,10,dioxido_de_nitrogeno,82,3,20.3011363636363636,9.5258188219713843
0,2,11,dioxido_de_nitrogeno,57,1,18.8787878787878788,8.8707546953256102
0,2,12,dioxido_de_nitrogeno,77,1,16.0416666666666667,7.8354544334162755
0,2,13,dioxido_de_nitrogeno,66,1,13.4627525252525253,6.5040830947931011
0,2,14,dioxido_de_nitrogeno,48,2,11.7070707070707071,5.4855280116591016
0,2,15,dioxido_de_nitrogeno,47,2,11.1029040404040404,5.4032714313967388
0,2,16,dioxido_de_nitrogeno,45,2,10.8402777777777778,5.4894713604010320
0,2,17,dioxido_de_nitrogeno,44,1,11.0984848484848485,5.6567781090147200
0,2,18,dioxido_de_nitrogeno,46,2,11.9375000000000000,5.9803221485662218
0,2,19,dioxido_de_nitrogeno,51,2,13.2196969696969697,6.2886729211838276
0,2,20,dioxido_de_nitrogeno,52,3,14.7181760607979734,6.4535774433171326
0,2,21,dioxido_de_nitrogeno,50,4,16.0272496831432193,6.3494630145392954
0,2,22,dioxido_de_nitrogeno,40,4,16.1075174825174825,5.7991895645851504
0,2,23,dioxido_de_nitrogeno,41,4,16.1758839528558477,5.9956032372813276
0,3,0,dioxido_de_nitrogeno,35,3,14.4447257383966245,5.1665364868697320
0,3,1,dioxido_de_nitrogeno,31,2,13.3777777777777778,4.9584261540242868
0,3,2,dioxido_de_nitrogeno,33,1,12.3982222222222222,4.8202195395695498
0,3,3,dioxido_de_nitrogeno,31,1,11.4773333333333333,4.5361999868044506
0,3,4,dioxido_de_nitrogeno,31,1,10.9837745516652434,4.2176563869881880
0,3,5,dioxido_de_nitrogeno,29,2,10.8261603375527426,3.8960510401402937
0,3,6,dioxido_de_nitrogeno,28,2,11.0962025316455696,3.5509126290978815
0,3,7,dioxido_de_nitrogeno,30,3,12.1015873015873016,3.6044714951967882
0,3,8,dioxido_de_nitrogeno,61,4,13.0374603174603175,4.2132475349959959
0,3,9,dioxido_de_nitrogeno,50,3,14.0901587301587302,5.2294978427782409
0,3,10,dioxido_de_nitrogeno,50,3,15.1796825396825397,6.4805519750786826
0,3,11,dioxido_de_nitrogeno,43,2,15.3498412698412698,6.7815916774750149
0,3,12,dioxido_de_nitrogeno,52,1,14.8907936507936508,6.7013443106947301
0,3,13,dioxido_de_nitrogeno,45,1,13.5053968253968254,6.2682366279322157
0,3,14,dioxido_de_nitrogeno,40,1,12.2596825396825397,5.9826512123076081
0,3,15,dioxido_de_nitrogeno,47,1,11.6782334384858044,6.0727855346634402
0,3,16,dioxido_de_nitrogeno,44,1,11.2711111111111111,5.9474208025850431
0,3,17,dioxido_de_nitrogeno,60,2,11.3803174603174603,5.8355910713494890
0,3,18,dioxido_de_nitrogeno,46,2,12.4653968253968254,6.1812862701553681
0,3,19,dioxido_de_nitrogeno,53,3,13.8964421855146125,6.3245613552100354
0,3,20,dioxido_de_nitrogeno,65,3,15.2577777777777778,6.3702643781806693
0,3,21,dioxido_de_nitrogeno,51,4,15.8171428571428571,6.0453252620559261
0,3,22,dioxido_de_nitrogeno,40,3,14.9341772151898734,5.1248653428902345
0,3,23,dioxido_de_nitrogeno,48,4,14.2472573839662447,5.1766557596059114
0,4,0,dioxido_de_nitrogeno,83,6,18.3525423728813559,7.7066301259997145
0,4,1,dioxido_de_nitrogeno,69,3,16.9902040816326531,7.4067118943406757
0,4,2,dioxido_de_nitrogeno,66,3,16.2653606411398041,6.8574044013630072
0,4,3,dioxido_de_nitrogeno,59,2,15.5086355785837651,6.4350631482433129
0,4,4,dioxido_de_nitrogeno,59,2,14.6542372881355932,5.9255294201338120
0,4,5,dioxido_de_nitrogeno,54,2,14.0186440677966102,5.3957535081490419
0,4,6,dioxido_de_nitrogeno,43,1,13.7950413223140496,4.8657043459719335
0,4,7,dioxido_de_nitrogeno,40,2,14.3796825396825397,4.8235017254421060
0,4,8,dioxido_de_nitrogeno,42,4,15.5174603174603175,5.4884231771595251
0,4,9,dioxido_de_nitrogeno,61,4,19.3980952380952381,8.8438161471330441
0,4,10,dioxido_de_nitrogeno,90,3,23.9073015873015873,13.1425684991406295
0,4,11,dioxido_de_nitrogeno,106,2,24.3415873015873016,13.7042695939171139
0,4,12,dioxido_de_nitrogeno,79,3,20.9492063492063492,11.1653830758262368
0,4,13,dioxido_de_nitrogeno,59,2,17.3777777777777778,8.8691684394312121
0,4,14,dioxido_de_nitrogeno,58,2,15.1765079365079365,7.6590683722902798
0,4,15,dioxido_de_nitrogeno,59,2,14.4298412698412698,7.3223994243212061
0,4,16,dioxido_de_nitrogeno,55,2,14.3822222222222222,7.4525138907881433
0,4,17,dioxido_de_nitrogeno,57,2,15.1034920634920635,8.0760415118846506
0,4,18,dioxido_de_nitrogeno,80,4,17.4539682539682540,9.2791117053116828
0,4,19,dioxido_de_nitrogeno,84,5,20.6787301587301587,10.8361786806597635
0,4,20,dioxido_de_nitrogeno,81,5,20.8196825396825397,9.9430011474319686
0,4,21,dioxido_de_nitrogeno,87,3,20.6122977346278317,9.3613680283425392
0,4,22,dioxido_de_nitrogeno,71,2,19.4016949152542373,8.2398109188312793
0,4,23,dioxido_de_nitrogeno,67,2,18.5652542372881356,7.8214801459870906
1,1,0,dioxido_de_nitrogeno,81,3,19.5587719298245614,7.6758896600074373
1,1,1,dioxido_de_nitrogeno,76,3,18.0136170212765957,7.2920216212716576
1,1,2,dioxido_de_nitrogeno,67,1,16.4238938053097345,6.6735836113166001
1,1,3,dioxido_de_nitrogeno,58,1,15.1787610619469027,6.0439701422283412
1,1,4,dioxido_de_nitrogeno,47,1,14.4166666666666667,5.6698053763388063
1,1,5,dioxido_de_nitrogeno,37,1,14.2526315789473684,5.1281421644738528
1,1,6,dioxido_de_nitrogeno,59,2,15.5421052631578947,5.0435312186095412
1,1,7,dioxido_de_nitrogeno,59,5,17.4862745098039216,5.1949698821387061
1,1,8,dioxido_de_nitrogeno,57,5,19.7614379084967320,5.9955250827639666
1,1,9,dioxido_de_nitrogeno,125,6,25.7934640522875817,9.8341623242833984
1,1,10,dioxido_de_nitrogeno,116,5,34.7679738562091503,17.8316124718969234
1,1,11,dioxido_de_nitrogeno,135,1,35.1986928104575163,21.1514455235149128
1,1,12,dioxido_de_nitrogeno,125,1,28.2045751633986928,17.2845036577036116
1,1,13,dioxido_de_nitrogeno,105,1,21.3086984957488555,11.8576387089766773
1,1,14,dioxido_de_nitrogeno,81,2,17.7013071895424837,9.6108893367256463
1,1,15,dioxido_de_nitrogeno,70,2,16.4169934640522876,8.7888521967613664
1,1,16,dioxido_de_nitrogeno,78,2,15.9751633986928105,8.9070138737543976
1,1,17,dioxido_de_nitrogeno,77,1,16.3875816993464052,8.9852420259958002
1,1,18,dioxido_de_nitrogeno,87,3,18.0294117647058824,9.9867039295479019
1,1,19,dioxido_de_nitrogeno,101,4,20.9150326797385621,10.2913399067104930
1,1,20,dioxido_de_nitrogeno,74,4,22.0026143790849673,9.1101819413716694
1,1,21,dioxido_de_nitrogeno,61,6,22.0777777777777778,8.1089597695658336
1,1,22,dioxido_de_nitrogeno,60,4,21.7350877192982456,7.2960713502334969
1,1,23,dioxido_de_nitrogeno,62,5,21.3421052631578947,7.0308850165065727
1,2,0,dioxido_de_nitrogeno,42,3,15.4800724637681159,6.4366331441428476
1,2,1,dioxido_de_nitrogeno,43,2,14.2744755244755245,6.4760015075052058
1,2,2,dioxido_de_nitrogeno,40,1,12.8269927536231884,6.1409816102026236
1,2,3,dioxido_de_nitrogeno,40,1,11.8242753623188406,5.7024997636305587
1,2,4,dioxido_de_nitrogeno,37,2,12.0706521739130435,5.3943734437654722
1,2,5,dioxido_de_nitrogeno,42,2,13.6277173913043478,5.3196970451904038
1,2,6,dioxido_de_nitrogeno,39,2,16.0108695652173913,5.3085973107945692
1,2,7,dioxido_de_nitrogeno,44,4,17.9185606060606061,5.7435450498668101
1,2,8,dioxido_de_nitrogeno,64,6,20.7405303030303030,7.0691181061592444
1,2,9,dioxido_de_nitrogeno,94,4,24.7727272727272727,10.8361769155060023
1,2,10,dioxido_de_nitrogeno,100,3,27.8421717171717172,13.6421771513378957
1,2,11,dioxido_de_nitrogeno,121,2,26.8053097345132743,13.7153227929848066
1,2,12,dioxido_de_nitrogeno,109,1,22.4718888186986734,11.5341656789405062
1,2,13,dioxido_de_nitrogeno,68,2,18.4563843236409608,8.9678070134336928
1,2,14,dioxido_de_nitrogeno,62,2,15.9993682880606443,7.8309815906276052
1,2,15,dioxido_de_nitrogeno,67,2,14.8805590851334180,7.5117007735351433
1,2,16,dioxido_de_nitrogeno,62,1,14.7927984838913455,7.4904928323510279
1,2,17,dioxido_de_nitrogeno,54,2,15.2109917877447884,7.8765574480975868
1,2,18,dioxido_de_nitrogeno,71,1,16.3782936010037641,8.4540369106718680
1,2,19,dioxido_de_nitrogeno,75,3,17.8320707070707071,8.6012725412681214
1,2,20,dioxido_de_nitrogeno,64,2,18.9469696969696970,8.0249746558952364
1,2,21,dioxido_de_nitrogeno,64,4,19.4924242424242424,7.6055599027658960
1,2,22,dioxido_de_nitrogeno,57,4,18.5031674208144796,6.9119880444394482
1,2,23,dioxido_de_nitrogeno,56,3,17.7538461538461538,6.6579911500276233
1,3,0,dioxido_de_nitrogeno,35,2,12.8296610169491525,4.9271849679682548
1,3,1,dioxido_de_nitrogeno,30,1,11.3576271186440678,4.7954849909577026
1,3,2,dioxido_de_nitrogeno,26,1,10.1370212765957447,4.5473975160582655
1,3,3,dioxido_de_nitrogeno,24,1,9.2461669505962521,4.1880210929000859
1,3,4,dioxido_de_nitrogeno,23,1,9.2340425531914894,3.9243960567778377
1,3,5,dioxido_de_nitrogeno,21,2,10.1255301102629347,3.6559858055325639
1,3,6,dioxido_de_nitrogeno,24,2,11.7644067796610169,3.5130322119347841
1,3,7,dioxido_de_nitrogeno,30,4,13.3860317460317460,3.5952542397648073
1,3,8,dioxido_de_nitrogeno,47,5,15.0850793650793651,4.3232328958301456
1,3,9,dioxido_de_nitrogeno,70,5,17.2349206349206349,6.7086338653020946
1,3,10,dioxido_de_nitrogeno,81,4,19.7339682539682540,9.1750425492441226
1,3,11,dioxido_de_nitrogeno,89,1,20.8495238095238095,10.0407472607643653
1,3,12,dioxido_de_nitrogeno,60,1,19.9657142857142857,9.5540377305988055
1,3,13,dioxido_de_nitrogeno,64,1,18.2552380952380952,8.9278270301414013
1,3,14,dioxido_de_nitrogeno,54,2,16.3923809523809524,7.8431862711533243
1,3,15,dioxido_de_nitrogeno,65,2,15.1384126984126984,7.3357415585138710
1,3,16,dioxido_de_nitrogeno,57,2,14.6501587301587302,7.0053635949921677
1,3,17,dioxido_de_nitrogeno,58,1,14.8627700127064803,6.8410506140947089
1,3,18,dioxido_de_nitrogeno,61,3,16.1823379923761118,7.0542655933686789
1,3,19,dioxido_de_nitrogeno,68,4,17.4783989834815756,7.3406256008582865
1,3,20,dioxido_de_nitrogeno,58,6,18.2954256670902160,6.9994835457835206
1,3,21,dioxido_de_nitrogeno,50,6,18.2485696122059758,6.8702908591692754
1,3,22,dioxido_de_nitrogeno,47,6,17.1306191687871077,6.0731173519144684
1,3,23,dioxido_de_nitrogeno,42,5,15.8101694915254237,5.4787334988636346
1,4,0,dioxido_de_nitrogeno,55,2,17.6593607305936073,7.5414722686309488
1,4,1,dioxido_de_nitrogeno,50,2,16.1144067796610169,6.9360067196637845
1,4,2,dioxido_de_nitrogeno,41,1,14.9089361702127660,6.4196817369124827
1,4,3,dioxido_de_nitrogeno,38,1,13.7965957446808511,5.8834786137785334
1,4,4,dioxido_de_nitrogeno,39,1,13.0745762711864407,5.4428511593757138
1,4,5,dioxido_de_nitrogeno,35,2,13.0025316455696203,4.8550781791746721
1,4,6,dioxido_de_nitrogeno,57,2,13.9257383966244726,4.6077073521429678
1,4,7,dioxido_de_nitrogeno,47,3,15.4165079365079365,4.7397834215160635
1,4,8,dioxido_de_nitrogeno,63,5,17.5066666666666667,5.4543083002620504
1,4,9,dioxido_de_nitrogeno,75,5,22.8260317460317460,9.3480740461638444
1,4,10,dioxido_de_nitrogeno,109,4,30.6774603174603175,17.1234428027441363
1,4,11,dioxido_de_nitrogeno,129,1,32.8298412698412698,19.1751175173588413
1,4,12,dioxido_de_nitrogeno,125,3,28.5441269841269841,16.3310860951170832
1,4,13,dioxido_de_nitrogeno,84,1,23.0451366815003179,12.5502500227422524
1,4,14,dioxido_de_nitrogeno,77,2,19.9047619047619048,10.4892307054155407
1,4,15,dioxido_de_nitrogeno,65,2,18.6526984126984127,9.5260302124483657
1,4,16,dioxido_de_nitrogeno,83,2,18.4488888888888889,9.5598707131992560
1,4,17,dioxido_de_nitrogeno,89,3,19.1015873015873016,9.5300549800932296
1,4,18,dioxido_de_nitrogeno,90,4,21.3866666666666667,10.6877692569573133
1,4,19,dioxido_de_nitrogeno,86,5,23.8253968253968254,11.3752273285851824
1,4,20,dioxido_de_nitrogeno,79,6,22.9015873015873016,9.9044913647419470
1,4,21,dioxido_de_nitrogeno,72,5,21.7504761904761905,9.0896612850136053
1,4,22,dioxido_de_nitrogeno,58,5,20.8168776371308017,8.1025554051772694
1,4,23,dioxido_de_nitrogeno,55,4,19.7763713080168776,7.6018833457607368
2,1,0,dioxido_de_nitrogeno,60,4,20.1359649122807018,6.7229068297192394
2,1,1,dioxido_de_nitrogeno,56,4,18.6469026548672566,6.5464284584663086
2,1,2,dioxido_de_nitrogeno,49,2,17.2345132743362832,6.1246900452873725
2,1,3,dioxido_de_nitrogeno,51,1,16.1309734513274336,5.7010414980309193
2,1,4,dioxido_de_nitrogeno,55,1,15.3771929824561404,5.1872578922140563
2,1,5,dioxido_de_nitrogeno,50,3,15.2010535557506585,4.8929631635621743
2,1,6,dioxido_de_nitrogeno,45,4,16.2168568920105356,4.7523406819728046
2,1,7,dioxido_de_nitrogeno,50,6,17.8976377952755906,5.0410026918501353
2,1,8,dioxido_de_nitrogeno,60,6,19.9041365725541694,5.6529040796073190
2,1,9,dioxido_de_nitrogeno,99,6,26.4330708661417323,9.7145122714722365
2,1,10,dioxido_de_nitrogeno,128,3,36.2751810401579987,18.0581146166493828
2,1,11,dioxido_de_nitrogeno,157,2,37.3475971033574720,20.9968074103930194
2,1,12,dioxido_de_nitrogeno,132,1,29.5441370223978920,17.5751619325167374
2,1,13,dioxido_de_nitrogeno,87,2,22.3451910408432148,12.9245852678966563
2,1,14,dioxido_de_nitrogeno,70,2,18.6273864384463463,10.4025403785254079
2,1,15,dioxido_de_nitrogeno,75,2,17.0948616600790514,9.4223517170254953
2,1,16,dioxido_de_nitrogeno,68,1,16.7788713910761155,9.1326576862476187
2,1,17,dioxido_de_nitrogeno,64,1,16.9645669291338583,9.0135990719536293
2,1,18,dioxido_de_nitrogeno,87,2,18.2552493438320210,9.9045247890520414
2,1,19,dioxido_de_nitrogeno,117,5,21.2998687664041995,10.7991257146473317
2,1,20,dioxido_de_nitrogeno,117,5,22.2664041994750656,9.8599463630229505
2,1,21,dioxido_de_nitrogeno,113,6,22.4232283464566929,9.1437063349289163
2,1,22,dioxido_de_nitrogeno,96,6,22.0361552028218695,7.8918952267933341
2,1,23,dioxido_de_nitrogeno,80,6,21.7830687830687831,7.4522685268648480
2,2,0,dioxido_de_nitrogeno,45,2,16.4995475113122172,6.4416450897061378
2,2,1,dioxido_de_nitrogeno,39,2,15.0489573889392566,6.5267393813376031
2,2,2,dioxido_de_nitrogeno,33,1,13.7764705882352941,6.2422261969819830
2,2,3,dioxido_de_nitrogeno,32,1,12.8742081447963801,5.8714732655514813
2,2,4,dioxido_de_nitrogeno,40,1,12.8398190045248869,5.4437712015428419
2,2,5,dioxido_de_nitrogeno,35,2,14.1485507246376812,5.3309032232848203
2,2,6,dioxido_de_nitrogeno,37,2,16.3131221719457014,5.3432589700246517
2,2,7,dioxido_de_nitrogeno,45,3,18.4246056782334385,5.8715867141696197
2,2,8,dioxido_de_nitrogeno,55,5,21.3768939393939394,7.2061072188554808
2,2,9,dioxido_de_nitrogeno,99,5,25.8574132492113565,11.6253536764468316
2,2,10,dioxido_de_nitrogeno,114,1,29.3238636363636364,15.0214598640189829
2,2,11,dioxido_de_nitrogeno,118,1,28.1390644753476612,15.3396174005690344
2,2,12,dioxido_de_nitrogeno,100,1,23.7045454545454545,12.6994443119541278
2,2,13,dioxido_de_nitrogeno,65,1,19.0157828282828283,9.1951745643044161
2,2,14,dioxido_de_nitrogeno,64,2,16.3154574132492114,7.8113113759780736
2,2,15,dioxido_de_nitrogeno,104,2,15.1282539682539683,7.8024404312112624
2,2,16,dioxido_de_nitrogeno,67,2,14.9362373737373737,7.6222634961849226
2,2,17,dioxido_de_nitrogeno,58,2,15.4668351231838282,7.5580354190544039
2,2,18,dioxido_de_nitrogeno,60,3,16.6586750788643533,7.7312147379492602
2,2,19,dioxido_de_nitrogeno,59,4,18.0372474747474747,8.0851752219444882
2,2,20,dioxido_de_nitrogeno,99,4,19.2855337965887555,8.1540531801175890
2,2,21,dioxido_de_nitrogeno,63,5,19.8604797979797980,7.6822627596872646
2,2,22,dioxido_de_nitrogeno,50,6,19.0995475113122172,6.9621810788558691
2,2,23,dioxido_de_nitrogeno,45,5,18.5149321266968326,6.7536895190320413
2,3,0,dioxido_de_nitrogeno,35,3,14.3223628691983122,5.2523207052227905
2,3,1,dioxido_de_nitrogeno,32,2,12.6506329113924051,5.0925026059544056
2,3,2,dioxido_de_nitrogeno,30,2,11.3118644067796610,4.8723514062384390
2,3,3,dioxido_de_nitrogeno,30,1,10.5135593220338983,4.5261264982215033
2,3,4,dioxido_de_nitrogeno,28,2,10.2500000000000000,4.1338145086418073
2,3,5,dioxido_de_nitrogeno,26,2,10.9788135593220339,3.8164491908865188
2,3,6,dioxido_de_nitrogeno,27,3,12.4835443037974684,3.7126437903180538
2,3,7,dioxido_de_nitrogeno,61,4,13.9365079365079365,3.9088771671068271
2,3,8,dioxido_de_nitrogeno,35,6,15.3809523809523810,4.1577401809874517
2,3,9,dioxido_de_nitrogeno,70,4,17.8958990536277603,7.0349875686324775
2,3,10,dioxido_de_nitrogeno,78,4,20.6425396825396825,9.8073485220304556
2,3,11,dioxido_de_nitrogeno,92,3,22.2787301587301587,11.3949719584616790
2,3,12,dioxido_de_nitrogeno,67,1,21.2820838627700127,10.4187210701715051
2,3,13,dioxido_de_nitrogeno,76,1,19.1556543837357052,9.2925492467956573
2,3,14,dioxido_de_nitrogeno,61,1,17.0101651842439644,8.2563750381854065
2,3,15,dioxido_de_nitrogeno,75,1,15.9663492063492063,8.1940109109087602
2,3,16,dioxido_de_nitrogeno,63,2,15.2744599745870394,7.8109184544266453
2,3,17,dioxido_de_nitrogeno,95,3,15.6482539682539683,8.2475645282120736
2,3,18,dioxido_de_nitrogeno,64,1,16.8546031746031746,8.3695500057026291
2,3,19,dioxido_de_nitrogeno,69,3,18.0717460317460317,8.3234674096465941
2,3,20,dioxido_de_nitrogeno,69,5,18.6012698412698413,7.6071589644052759
2,3,21,dioxido_de_nitrogeno,70,5,18.3352380952380952,7.0270395478238187
2,3,22,dioxido_de_nitrogeno,45,6,17.3206751054852321,6.2622948973747222
2,3,23,dioxido_de_nitrogeno,40,5,16.4227848101265823,5.9955772557923460
2,4,0,dioxido_de_nitrogeno,45,3,18.3647158608990670,7.2172903702474369
2,4,1,dioxido_de_nitrogeno,42,1,16.8603066439522998,6.8610052657225789
2,4,2,dioxido_de_nitrogeno,43,1,15.6541095890410959,6.5171489733115984
2,4,3,dioxido_de_nitrogeno,40,1,14.6598114824335904,5.9849686757905376
2,4,4,dioxido_de_nitrogeno,38,1,13.9199318568994889,5.5177365408419047
2,4,5,dioxido_de_nitrogeno,36,2,13.8583545377438507,4.9742413920093350
2,4,6,dioxido_de_nitrogeno,36,2,14.6887192536047498,4.5694750069096120
2,4,7,dioxido_de_nitrogeno,46,3,15.9936507936507937,4.7442827565571497
2,4,8,dioxido_de_nitrogeno,62,6,17.8355555555555556,5.4647076582043398
2,4,9,dioxido_de_nitrogeno,89,5,23.3904761904761905,9.9427477079540814
2,4,10,dioxido_de_nitrogeno,109,3,31.5536616161616162,17.4606757660634983
2,4,11,dioxido_de_nitrogeno,137,2,33.6349206349206349,19.8900260959420311
2,4,12,dioxido_de_nitrogeno,112,1,29.0603557814485388,16.4015347110503408
2,4,13,dioxido_de_nitrogeno,85,2,23.8279365079365079,13.1688856561280303
2,4,14,dioxido_de_nitrogeno,83,1,20.4567979669631512,11.3408320067381414
2,4,15,dioxido_de_nitrogeno,115,2,19.1518424396442186,10.7763695019258470
2,4,16,dioxido_de_nitrogeno,110,2,18.5428571428571429,10.2431945716939992
2,4,17,dioxido_de_nitrogeno,101,3,18.9923809523809524,10.0215748384972598
2,4,18,dioxido_de_nitrogeno,102,3,21.4057142857142857,10.9597203081176094
2,4,19,dioxido_de_nitrogeno,87,5,24.1549206349206349,12.2915710461846550
2,4,20,dioxido_de_nitrogeno,93,6,23.2050793650793651,10.6115649602397075
2,4,21,dioxido_de_nitrogeno,103,8,22.5155555555555556,9.7527687688553558
2,4,22,dioxido_de_nitrogeno,66,4,21.2449152542372881,8.5403904646582544
2,4,23,dioxido_de_nitrogeno,59,4,20.3355932203389831,7.8234930930533347
3,1,0,dioxido_de_nitrogeno,78,4,20.6875551632833186,7.1883662960990299
3,1,1,dioxido_de_nitrogeno,65,3,19.0124003542958370,6.4322592897107931
3,1,2,dioxido_de_nitrogeno,58,1,17.5877659574468085,6.1044815435787995
3,1,3,dioxido_de_nitrogeno,51,1,16.3918439716312057,5.7900876780082593
3,1,4,dioxido_de_nitrogeno,42,1,15.6216931216931217,5.5126194270260825
3,1,5,dioxido_de_nitrogeno,40,2,15.4656084656084656,5.1666114183517305
3,1,6,dioxido_de_nitrogeno,48,3,16.3721340388007055,4.9213549677011305
3,1,7,dioxido_de_nitrogeno,49,4,18.2560895325872284,5.3428797860625613
3,1,8,dioxido_de_nitrogeno,71,5,20.5490454246214615,5.9691839359808312
3,1,9,dioxido_de_nitrogeno,106,5,26.9427254772876893,10.2160462121367605
3,1,10,dioxido_de_nitrogeno,110,3,36.2198815009874918,18.5038998057933555
3,1,11,dioxido_de_nitrogeno,147,3,37.3943383805134957,21.9154380240944875
3,1,12,dioxido_de_nitrogeno,147,2,29.6671061305207647,18.3046789690748871
3,1,13,dioxido_de_nitrogeno,113,2,21.8015820698747528,12.7748742359142229
3,1,14,dioxido_de_nitrogeno,70,1,18.2389730085582620,9.9565674990052965
3,1,15,dioxido_de_nitrogeno,64,1,17.0171165240289664,9.0092747910028386
3,1,16,dioxido_de_nitrogeno,75,2,16.6851119894598155,9.0459707624031703
3,1,17,dioxido_de_nitrogeno,85,2,17.1066491112574062,9.1961756258934549
3,1,18,dioxido_de_nitrogeno,95,3,18.7859025032938076,10.3236171983972986
3,1,19,dioxido_de_nitrogeno,106,3,21.7758734344100198,11.4895213521789666
3,1,20,dioxido_de_nitrogeno,100,5,23.1830151415404872,10.8367063297924247
3,1,21,dioxido_de_nitrogeno,101,4,23.2429229756418697,9.9863992299378027
3,1,22,dioxido_de_nitrogeno,71,5,22.6075837742504409,7.9171780111774714
3,1,23,dioxido_de_nitrogeno,80,6,22.2707231040564374,7.5296347739916334
3,2,0,dioxido_de_nitrogeno,40,4,17.1076923076923077,6.6343545260788902
3,2,1,dioxido_de_nitrogeno,54,2,15.6503623188405797,6.7277749252118022
3,2,2,dioxido_de_nitrogeno,51,1,14.5755656108597285,6.4919083045221428
3,2,3,dioxido_de_nitrogeno,37,1,13.6681776971894832,5.9938378093900287
3,2,4,dioxido_de_nitrogeno,51,1,13.5990950226244344,5.6550444883998360
3,2,5,dioxido_de_nitrogeno,51,3,14.8515837104072398,5.3992467711812562
3,2,6,dioxido_de_nitrogeno,43,3,16.8542986425339367,5.4642731328948756
3,2,7,dioxido_de_nitrogeno,45,3,18.6529968454258675,5.8444238870335566
3,2,8,dioxido_de_nitrogeno,57,5,21.6264984227129338,7.2384044796148878
3,2,9,dioxido_de_nitrogeno,101,5,26.3911671924290221,11.4120892266979276
3,2,10,dioxido_de_nitrogeno,109,3,30.2190656565656566,14.6284578057492894
3,2,11,dioxido_de_nitrogeno,113,2,28.6616446955430006,14.7908922660854297
3,2,12,dioxido_de_nitrogeno,101,2,24.2269548633184997,11.9889680289042647
